DNI#INT,Nombre#STRING,CUI#INT,Escuela#STRING
25197630,"Godoy Paz Brenda Rosalia",20211945,Matemáticas
89057298,"Vargas Leão João Pedro Juan Antonio",20236619,Trabajo Social
37630019,"Segovia Martinez Roxana Albert",20216682,Trabajo Social
71138111,"Baeza Ospino Antonio Jorge",20244326,Contabilidad
56633764,"Grijalva Carvalho Enzo Gabriel Gilberto",20248925,Biología
78777918,"Dias Sánchez Dylan Felipe",20187978,Ingeniería Ambiental
49720155,"Soriano Ribeiro Henry Adriana",20212904,Medicina Humana
11014582,"Mendizábal da Rocha Celia Maximo",20220865,Literatura y Lingüística
92635453,"Cárdenas Botella Nahiara Carlos",20242349,Sociología
60315385,"Bonilla Páez Sara Benjamin",20184020,Educación Inicial
63237499,"Cabello Cobos Thiago Valentin Zoé",20210492,Contabilidad
51042853,"Sanchez Ponce Malena Jaime",20249917,Trabajo Social
61553577,"Armendáriz Mendoza Ana Júlia Diego",20197135,Farmacia y Bioquímica
74578143,"Alvarez Montes Alma Tiziano",20186914,Ingeniería Electrónica
10747173,"Triana Saavedra Anthony Ester",20226126,Farmacia y Bioquímica
14045719,"Caro Sanchez Denis Ambar",20208282,Psicología
64707335,"Dávila Matías Claudio Oswaldo",20251546,Economía
90269623,"Silva Giraldo Benicio Carolina",20176592,Economía
24886473,"Perez Suarez Ocampo Isabel",20198158,Comunicación Social
35971301,"Polo Pineda Tomas Ciro Benjamin",20225685,Administración
88151772,"Urrutia Chamorro Hermenegildo Elena",20190583,Psicología
33032396,"Campos Berríos Josefina Yolanda",20204790,Ingeniería de Sistemas
97761598,"Jaén Vega Lola Thiago Agustin",20185368,Ingeniería Electrónica
80525479,"Adán Gallardo Igor Clara",20195107,Educación Primaria
10145767,"Dominguez Rubio Luisa Luis",20244161,Química
81353316,"Jiménez Bustos Matías Alejo",20201782,Matemáticas
94854875,"Magaña Alves Enrique Fernando",20173423,Administración
11802319,"Espinosa Jurado Alexia Asunción",20215774,Contabilidad
18702204,"Arribas Herrera Camilo Yurany",20208276,Química
96947673,"Covarrubias Ferrera Lola Pilar",20211622,Psicología
21882507,"Company Santillán Catalina Marisol",20228246,Ingeniería Geológica
72752510,"Ulibarri Gallardo Francesca Federico",20183139,Ingeniería de Sistemas
27413760,"Reig Mendonça Maria Júlia Gilberto",20222920,Ingeniería Civil
41162947,"Estrada Campo Omar Luana",20247521,Física
77535226,"Prada Peralta Thiago Leire",20189562,Odontología
82902268,"Duarte Tejeda Nuria Cristina",20179130,Psicología
99108946,"Gonzalez Rodriguez María del Carmen Jacobo",20197733,Historia
57970035,"Ramos Henao Fernanda Gustavo",20183317,Enfermería
50951263,"Mendonça Cruz Esteban Diego",20245635,Biología
99815717,"Simó Bejarano Santino Leticia",20215128,Ingeniería Industrial
92876085,"Pereyra Muñoz Lola Joaquín",20231922,Química
43626899,"Cano Mendoza Martina Carlos",20215803,Ingeniería Geológica
80030388,"Maldonado Ponce Ani Vitória",20229165,Biología
60450270,"Valdez Santos Francesco Caroline",20251825,Trabajo Social
45190174,"Teixeira Murcia Abel Hadassa",20216302,Sociología
79155886,"Salazar Carbajo Libia Fabiola",20201843,Historia
14154938,"Reséndez Silva Maria Cecília Ryan",20226116,Enfermería
67155255,"Bolívar Aguado Melchor Diego",20181105,Física
13281565,"Rosales Borges Ana Laura Matheus",20234549,Matemáticas
10247262,"Martínez Duque Milena Carlos",20234195,Biología
84714865,"Perez Campos Juan Martin Diego",20208732,Física
39254701,"Valcárcel Nogueira Linda Aylla",20171503,Derecho
75416381,"Suarez Lopes Luis Nelson",20230236,Contabilidad
80589499,"de la Garza Fernández Emilia Clara",20189378,Odontología
47814122,"Gallart Ozuna Lucía Carla",20254958,Trabajo Social
34654771,"Osorio Acuña Isabella Alexandre",20207154,Contabilidad
42910958,"Hidalgo Chamorro Teodoro Esmeralda",20217212,Biología
88503482,"Sisneros Espitia Martina Natalia",20232592,Ingeniería Industrial
65550564,"Miguel Jimenez Aldonza David",20185764,Economía
12246277,"Peña Andrade Gastón Marisol",20233999,Comunicación Social
99911508,"Quintana Rodriguez Diego Joaquín",20216674,Literatura y Lingüística
52994740,"Meneses Carvalho Gael Miguel",20185939,Ingeniería Mecánica
97912781,"Ferreira Berenguer Luz Milagros Epifanio",20222932,Farmacia y Bioquímica
80946349,"Gimenez Nascimento Maria Luiza Leonor",20251176,Física
45696367,"Gonzalez Tormo Primitivo Martha",20213395,Farmacia y Bioquímica
19678956,"Bernal Silveira Joaquín Domingo",20220593,Comunicación Social
18878455,"Alvarado Romero Enrique Elias",20257170,Psicología
19717088,"Nunes Alvarez Ana Laura Maria Laura",20213350,Psicología
13241264,"Zelaya Gutiérrez Eloy Fernando",20200679,Ingeniería Geológica
17933949,"Barros Paredes Rafael María",20200495,Historia
55853706,"Fernandez Bonilla Jesús Lucas",20221274,Sociología
96172530,"Montenegro Palacio Allana Beatriz",20246112,Ingeniería Ambiental
25241352,"Costa Casanovas David Omar",20231986,Administración
11771982,"Albuquerque Siqueira Maitê Eva",20244508,Educación Inicial
29002635,"Correia Ávila Silvio Carmina",20198716,Contabilidad
69326177,"Campos Robledo Santos Tito",20179407,Trabajo Social
59193305,"Montemayor Riojas Maria Paz Zaida",20181230,Ingeniería de Sistemas
23194272,"Ramos Bertrán Maritza Josefina",20181913,Ingeniería Eléctrica
50019992,"Martínez Rodriguez Camila Levi",20221846,Trabajo Social
24410647,"Nunes Fernandez Iván Benicio",20243405,Educación Primaria
38065529,"Solano Gimenez Sophia Nelcy",20177221,Arquitectura
75762468,"Querol Pi César José María",20186808,Arquitectura
88341762,"Teixeira Franco María Ana Liz",20230368,Física
15100232,"Barela Madrid Catarina Felisa",20208107,Ingeniería Electrónica
17381304,"Pereira Romero Clemente Davi Luiz",20257837,Psicología
41299249,"Teixeira Muñoz Lívia Diana",20204006,Farmacia y Bioquímica
92169858,"Camargo Martí Simón Edmundo",20198179,Trabajo Social
94630936,"Siqueira García Cristina João",20183254,Historia
38368504,"Gastélum Sánchez João Pedro Mabel",20224053,Ingeniería de Sistemas
64889916,"Nieto Gonzalez José María Yuri",20222947,Ingeniería Eléctrica
85971826,"Peña Vargas Gregorio Agustin",20199793,Medicina Humana
45637100,"Córdova Quintero Edu Lorenzo",20245734,Comunicación Social
82711066,"Arregui Lopez Sofia Florencia",20210235,Enfermería
12296471,"Domínguez Martins Johanna Sophie",20218660,Enfermería
78378020,"Pastor Martinez Nicodemo Sofia",20170480,Medicina Humana
89316117,"Almeida Diaz Paloma Fanny",20221221,Economía
23521460,"Gonzalez Martinez Pilar Flor",20212134,Ingeniería Electrónica
96383519,"Burbano Dias Ravi Pilar",20225154,Sociología
50838333,"Cabrera Zamora María Benicio",20179593,Literatura y Lingüística
79187898,"Rocha Mateo Felicitas Marcela",20195831,Ingeniería Industrial
21514363,"Sanchez Gomez David Rosario",20181865,Ingeniería de Sistemas
15585869,"Villagómez Delgadillo Angel Gabriel Juliana",20184520,Ingeniería de Sistemas
16466458,"Bárcena Márquez Breno Cecilia",20258466,Educación Secundaria - Matemática y Física
93600709,"Iriarte Vazquez Lunna Teo",20206138,Enfermería
19598917,"Calvet Carvajal Úrsula Augusto",20241646,Física
79878542,"Cassiano Albero Camila Isabelly",20189850,Biología
32221428,"Girona Acuña Asafe Danilo",20236731,Educación Secundaria - Matemática y Física
24911351,"Albuquerque da Rocha Alma Sergio",20179017,Administración
96106340,"Rodríguez Alva Levi Liam",20170628,Educación Secundaria - Matemática y Física
28221213,"Ybarra Viana Maria Luísa Carlos",20243592,Medicina Humana
58002416,"Godoy Quero Ester Ana Julia",20195690,Educación Primaria
12355027,"Villegas Leão Emanuelly Juan Cruz",20236542,Enfermería
19376073,"Criado Figueroa Gloria Maria Julia",20174656,Sociología
75840123,"Montenegro Fajardo Raúl Juan Cruz",20225111,Química
97953499,"Arias Casas Marisela Giuliana",20197077,Ingeniería Civil
65525376,"Lopez da Costa Elpidio Ciro",20250367,Medicina Humana
23078794,"Raya Quiroga Chucho Agustina",20250592,Economía
43237864,"Saura Torres João Gabriel Aylla",20206658,Ingeniería Electrónica
75662766,"Tapia Rios Martín Alexander",20190247,Medicina Humana
71179895,"Garibay Sánchez Santiago Lautaro",20224342,Derecho
79582696,"Pérez Haro Alejo Inés",20238675,Ingeniería Civil
35882225,"Montserrat Pintor Javier Maribel",20225649,Trabajo Social
27330794,"Campos Ruelas Davi Lucas Arturo",20256409,Física
41032833,"Rodriguez del Río Aida Ignacio",20190170,Matemáticas
25696035,"Mercado Cobo Julieta José",20223811,Educación Inicial
50121082,"Nogueira Uribe Heliodoro Lorena",20206724,Administración
10727940,"Aguero Gimenez Rómulo Carlos Eduardo",20246940,Medicina Humana
24190113,"Barros Azorin Emilio Lautaro Ezequiel",20178084,Ingeniería Mecánica
55339355,"Farré Gimenez Gertrudis Anselmo",20206100,Administración
79762803,"Pinto Correia Arbey José",20218058,Química
22549629,"Solano Lucero Camilo Henrique",20186564,Odontología
60094180,"Bello da Mata Anselma Thales",20241166,Ingeniería Electrónica
67314217,"Serrano Ricart Beatriz Eloisa",20172522,Arquitectura
44808413,"Cardenas Sales Hector Diego",20225271,Matemáticas
85512228,"Rios Torres Andrés Claudia",20248055,Contabilidad
81290925,"Suarez Navas Maria Laura Águeda",20202806,Farmacia y Bioquímica
86022123,"Lovato Rios Yeni Javier",20193154,Literatura y Lingüística
83627288,"Cunha Diaz Juan Bautista José Luis",20186213,Ingeniería Mecánica
74909337,"Fonseca Castillo Carlos Guillermo",20207644,Educación Primaria
21803109,"Alarcón Benavides Nelly Uriel",20192744,Ingeniería Ambiental
39196852,"Martínez Diaz Elisa Irma",20211793,Farmacia y Bioquímica
25074187,"Paz Molina Eloah Laura",20186430,Ingeniería Industrial
15578867,"Caicedo Cortés Cecilia Curro",20206516,Trabajo Social
30348415,"Suárez Amores Nohora Amalia",20199336,Farmacia y Bioquímica
86572278,"Prat Suarez Martha Isabel",20238359,Comunicación Social
32562765,"Pacheco Villalba Alex Aurora",20172502,Sociología
68415051,"Sá da Mata María Manuela Valentina",20254393,Derecho
19910979,"Hernández Navarro Santiago Anselma",20198322,Ingeniería Civil
84038528,"Zamudio Ruiz Danilo Isabella",20188627,Sociología
87208008,"Grau Sanabria Mia Valentina Jacinto",20198343,Odontología
98398117,"Sosa Tovar Noelia Josué",20210210,Ingeniería Civil
90612590,"Artigas Almeida Jeremias Valentina",20188866,Ingeniería Industrial
61474494,"Cardoso Rivera Thiago Nicolas Gael",20193608,Ingeniería Electrónica
63457433,"Alba Pastor Gloria Liliana",20219043,Medicina Humana
17241945,"Olmedo da Mata Alejandra Vasco",20221213,Odontología
92767578,"Alcántar da Cruz Hernán Zacarías",20186131,Historia
93526236,"Santos Sandoval Benjamin Agustina",20220022,Matemáticas
40289467,"Santacruz Torres Darío Ísis",20170469,Ingeniería Mecánica
57007116,"Benitez Duarte Agustina Palmira",20202714,Matemáticas
62273807,"Lozano Villareal Octavia Beatriz",20196468,Contabilidad
84578439,"Pineda Blazquez Begoña Aarón",20242085,Medicina Humana
73778698,"Ortiz Vargas Tito Ángel",20224622,Ingeniería Ambiental
13173377,"Laureano García Juana Renzo",20224833,Educación Primaria
86985746,"Baeza Porto Aurora Germán",20204505,Química
32433942,"Ruiz Larrañaga José María José",20171369,Psicología
26930626,"Beltran Souza Pedro Pamela",20173830,Física
80636853,"Alcázar Lucero Carla Luna",20202776,Trabajo Social
35606850,"Rodríguez Villegas Nicolas Íñigo",20204841,Ingeniería Geológica
21388394,"Cruz Romero Esther Ferney",20212154,Ingeniería Eléctrica
24487787,"Vieira Jaramillo Leonardo Carlota",20246756,Enfermería
82393024,"Carvajal Quintanilla José Miguel Luis",20188056,Educación Primaria
36217930,"González Muñoz Anabel Juan Pablo",20178506,Ingeniería Civil
73564401,"Pacheco Macias María Leandro",20217078,Farmacia y Bioquímica
44566474,"Coronel Prieto Cecília Marisol",20192399,Ingeniería Geológica
60938924,"Castro Escribano Emilia Delfina",20245549,Ingeniería de Sistemas
32762037,"Estévez da Conceição Nina Santiago",20250999,Administración
74026094,"Espinosa Montaña Fernando Mitzy",20230101,Ingeniería Ambiental
66828613,"Cassiano García Hellena Jesús",20242453,Farmacia y Bioquímica
70364511,"Solís Tur Alejo Paula",20240674,Psicología
97691182,"Rodriguez Figueroa Tere Francisca",20201240,Educación Secundaria - Matemática y Física
91919766,"Miranda Mansilla Henry Federico",20241801,Educación Inicial
53167992,"Santos Solorzano Augusto Conchita",20181820,Sociología
41824564,"Nuñez Ponce Nina Juan Martin",20184227,Comunicación Social
98362935,"Gonzalez Jiménez Samuel Gloria",20238937,Educación Primaria
44608936,"Perera Câmara Cristian Sarah",20206013,Educación Inicial
37781047,"Patiño Mendoza Valentina Henry",20248737,Arquitectura
22281185,"Rojas Sánchez Luiz Henrique Ana Clara",20219067,Física
76928134,"Coronel Ibarra Julián Luna",20257898,Economía
77378197,"Freitas Pinto Ravy José Miguel",20184547,Ingeniería Eléctrica
74046811,"Ferreyra Arboleda Vanesa Melissa",20256842,Matemáticas
46002347,"Lopez Campos Brayan Olga",20172316,Odontología
36258901,"Gómez Farias Joaquin Heloísa",20222352,Contabilidad
22878207,"Pulido Suarez Caroline Arturo",20251866,Medicina Humana
78402162,"Ferreyra Macedo Gabriel Camilo",20223430,Literatura y Lingüística
45462844,"Gabaldón Fernandes Luis Gilberto",20240434,Ingeniería Electrónica
52238653,"Ferrer Costa Maysa Teresa",20193019,Comunicación Social
47241064,"Garcia Ortega Aurora Antonella",20256702,Matemáticas
98896436,"Frías González Manuel Nacho",20236787,Química
78416129,"García Ornelas Timoteo Clímaco",20247041,Psicología
87738339,"Pino Sánchez Carlos Felipe",20176987,Ingeniería Geológica
58779623,"Camargo Perez Nicolas Julieta",20248879,Arquitectura
88725202,"Viana Ibáñez Nayeli Elena",20211588,Física
80928918,"Bayo Sá Marcela Miguel",20211017,Ingeniería Electrónica
29615376,"Aragão Jáuregui Maricela Eva María",20183900,Medicina Humana
35626376,"Reyes Merino Lourdes Ciro",20248734,Educación Inicial
92245703,"Franco Martínez Tulio Omar",20254761,Ingeniería Civil
27609966,"Valles Rodríguez Fidela Antonella",20186132,Matemáticas
47335434,"Moreno Rodriguez Yago Pedro Lucas",20227359,Medicina Humana
24044990,"Gómez Martínez Caleb Ronald",20213071,Ingeniería Electrónica
22846532,"Suárez Casas Rolando Valentin",20246613,Física
63541990,"Fernandez Morales Lisandro Edward",20231591,Ingeniería Mecánica
94989500,"Ochoa Benitez Verónica Susanita",20189552,Ingeniería Civil
52416665,"Velázquez Morales Juan Bautista Eloisa",20178428,Medicina Humana
48199689,"Novais González Vladimir Benjamin",20206770,Enfermería
51003358,"Gonzalez Lopez Andrés Ian",20170056,Educación Inicial
88822444,"Juarez Covarrubias Godofredo Marino",20170083,Matemáticas
25782089,"Suárez Ríos Eugenio Encarna",20185353,Contabilidad
65267738,"Márquez Medina Diego Ana Júlia",20257251,Literatura y Lingüística
44088851,"Puente Díaz Consuelo Virginia",20217901,Educación Secundaria - Matemática y Física
45869392,"Leão Velazquez Valentin Pascuala",20184874,Física
99210572,"Manuel Escamilla Octavio Francisco",20242748,Medicina Humana
72035670,"Moraes Gonzalez Renata Anthony",20238347,Medicina Humana
47234981,"Mansilla da Mata Viviana Raquel",20212895,Administración
51499803,"Ruiz Lopez Diego María",20234320,Economía
11467312,"Durán da Luz Vitor Thiago Ezequiel",20210443,Química
54521992,"Morales Gonzalez Júlia María",20205570,Física
98435507,"Rojas Cavalcanti Ernesto Juan Ignacio",20200110,Ingeniería Eléctrica
83450621,"Dias Anglada Wilson Sofía",20189786,Educación Primaria
25063317,"Ribeiro Rodrigues Yanet Otávio",20253746,Ingeniería Civil
94966676,"Gómez Ibañez Cristina Valentim",20189858,Odontología
76276379,"Fernandez Ortega Levi Gervasio",20236727,Comunicación Social
39596024,"Sosa Pardo Amando Luan",20241606,Psicología
72539293,"Rivero Calderon María José Mari",20232590,Ingeniería Electrónica
46761633,"Corredor Botella Marcelo José",20194491,Administración
55526496,"López Ramírez Eric Soledad",20244282,Economía
12991538,"Duarte Velásquez Juan Cruz Camilo",20212514,Comunicación Social
74046477,"Novais de León Chuy Dafne",20179554,Enfermería
12317245,"Barajas Ojeda Francisco Maria Fernanda",20187221,Contabilidad
98037488,"Álvarez Caceres Bernardo Lunna",20230792,Literatura y Lingüística
52270168,"Vargas Azevedo Ana Beatriz Enzo",20197830,Educación Primaria
35061899,"Muñoz Santos Wilfrido Jhon",20188699,Química
74942887,"Rodríguez Câmara Gina Bruno",20238020,Física
13598506,"Mendes Avilés Federico Juan Ignacio",20229102,Derecho
33167188,"Reyes Vargas Thiago Sandalio",20233406,Matemáticas
36541578,"Saldaña Castillo Sofía Águeda",20243132,Ingeniería Mecánica
68327115,"Diaz Jiménez Gil Eva",20255539,Farmacia y Bioquímica
80676830,"Bosch Quintero Patricia Camilo",20204249,Ingeniería Eléctrica
33133772,"Caceres Ribes Juan Pablo Agustín",20238891,Educación Secundaria - Matemática y Física
17137251,"Hurtado Tejeda Ilse Sofia",20188155,Farmacia y Bioquímica
54966907,"Vera Naranjo Jacinto Filomena",20183302,Ingeniería Civil
93160800,"Gaytán Benitez Micaela Clara",20225965,Educación Secundaria - Matemática y Física
20261515,"Montenegro Solorzano Kevin Maria Eduarda",20238265,Ingeniería Mecánica
59807286,"Leal Cardoso Deisy Isis",20253168,Enfermería
24656995,"Almaraz Trujillo Evelyn Yuri",20248531,Biología
98507550,"Muñoz Arenas Francisca Tomàs",20242797,Ingeniería de Sistemas
99839408,"Pol Figueroa Gonzalo Magdalena",20186355,Sociología
62868904,"López Berenguer Cauã Valentina",20209475,Derecho
34238328,"Martins Carbó María Mario",20246853,Odontología
